source,type,value,malware_family,country,tags,confidence,timestamp,pulse_name,domain,severity,is_ip,tag_count
mitre_attack,attack_technique,T1574.010,Services File Permissions Weakness,global,"stealth,execution",100,unknown,Services File Permissions Weakness,T1574.010,critical,0,2
mitre_attack,attack_technique,T1547.001,Registry Run Keys / Startup Folder,global,"persistence,privilege-escalation",100,unknown,Registry Run Keys / Startup Folder,T1547.001,critical,0,2
mitre_attack,attack_technique,T1199,Trusted Relationship,global,initial-access,100,unknown,Trusted Relationship,T1199,critical,0,1
mitre_attack,attack_technique,T1136.003,Cloud Account,global,persistence,100,unknown,Cloud Account,T1136.003,critical,0,1
mitre_attack,attack_technique,T1069.001,Local Groups,global,discovery,100,unknown,Local Groups,T1069.001,critical,0,1
mitre_attack,attack_technique,T1149,LC_MAIN Hijacking,global,stealth,100,unknown,LC_MAIN Hijacking,T1149,critical,0,1
mitre_attack,attack_technique,T1593,Search Open Websites/Domains,global,reconnaissance,100,unknown,Search Open Websites/Domains,T1593,critical,0,1
mitre_attack,attack_technique,T1098,Account Manipulation,global,"persistence,privilege-escalation",100,unknown,Account Manipulation,T1098,critical,0,2
mitre_attack,attack_technique,T1048,Exfiltration Over Alternative Protocol,global,exfiltration,100,unknown,Exfiltration Over Alternative Protocol,T1048,critical,0,1
mitre_attack,attack_technique,T1547.006,Kernel Modules and Extensions,global,"persistence,privilege-escalation",100,unknown,Kernel Modules and Extensions,T1547.006,critical,0,2
mitre_attack,attack_technique,T1678,Delay Execution,global,stealth,100,unknown,Delay Execution,T1678,critical,0,1
mitre_attack,attack_technique,T1056.002,GUI Input Capture,global,"collection,credential-access",100,unknown,GUI Input Capture,T1056.002,critical,0,2
mitre_attack,attack_technique,T1686.002,Network Device Firewall,global,defense-impairment,100,unknown,Network Device Firewall,T1686.002,critical,0,1
mitre_attack,attack_technique,T1588.002,Tool,global,resource-development,100,unknown,Tool,T1588.002,critical,0,1
mitre_attack,attack_technique,T1052.001,Exfiltration over USB,global,exfiltration,100,unknown,Exfiltration over USB,T1052.001,critical,0,1
mitre_attack,attack_technique,T1574.013,KernelCallbackTable,global,"stealth,execution",100,unknown,KernelCallbackTable,T1574.013,critical,0,2
mitre_attack,attack_technique,T1597,Search Closed Sources,global,reconnaissance,100,unknown,Search Closed Sources,T1597,critical,0,1
mitre_attack,attack_technique,T1053.006,Systemd Timers,global,"execution,persistence,privilege-escalation",100,unknown,Systemd Timers,T1053.006,critical,0,3
mitre_attack,attack_technique,T1566,Phishing,global,initial-access,100,unknown,Phishing,T1566,critical,0,1
mitre_attack,attack_technique,T1061,Graphical User Interface,global,execution,100,unknown,Graphical User Interface,T1061,critical,0,1
mitre_attack,attack_technique,T1542.004,ROMMONkit,global,"stealth,persistence",100,unknown,ROMMONkit,T1542.004,critical,0,2
mitre_attack,attack_technique,T1218.001,Compiled HTML File,global,stealth,100,unknown,Compiled HTML File,T1218.001,critical,0,1
mitre_attack,attack_technique,T1496.001,Compute Hijacking,global,impact,100,unknown,Compute Hijacking,T1496.001,critical,0,1
mitre_attack,attack_technique,T1070.005,Network Share Connection Removal,global,stealth,100,unknown,Network Share Connection Removal,T1070.005,critical,0,1
mitre_attack,attack_technique,T1090.003,Multi-hop Proxy,global,command-and-control,100,unknown,Multi-hop Proxy,T1090.003,critical,0,1
mitre_attack,attack_technique,T1110,Brute Force,global,credential-access,100,unknown,Brute Force,T1110,critical,0,1
mitre_attack,attack_technique,T1059.004,Unix Shell,global,execution,100,unknown,Unix Shell,T1059.004,critical,0,1
mitre_attack,attack_technique,T1137.003,Outlook Forms,global,persistence,100,unknown,Outlook Forms,T1137.003,critical,0,1
mitre_attack,attack_technique,T1219.003,Remote Access Hardware,global,command-and-control,100,unknown,Remote Access Hardware,T1219.003,critical,0,1
mitre_attack,attack_technique,T1565,Data Manipulation,global,impact,100,unknown,Data Manipulation,T1565,critical,0,1
mitre_attack,attack_technique,T1559,Inter-Process Communication,global,execution,100,unknown,Inter-Process Communication,T1559,critical,0,1
mitre_attack,attack_technique,T1001,Data Obfuscation,global,command-and-control,100,unknown,Data Obfuscation,T1001,critical,0,1
